,date,hour,price_zone_id,dict_version_number,calculation_id,Pmax_opt
311,12.08.2015 0:00:00,23,1,1576,1,"34456,869"
312,13.08.2015 0:00:00,0,1,1576,1,"35901,967"
313,13.08.2015 0:00:00,1,1,1576,1,"35947,967"
314,13.08.2015 0:00:00,2,1,1576,1,"36011,967"
315,13.08.2015 0:00:00,3,1,1576,1,"36084,967"
316,13.08.2015 0:00:00,4,1,1576,1,"36217,667"
317,13.08.2015 0:00:00,5,1,1576,1,"36391,667"
318,13.08.2015 0:00:00,6,1,1576,1,"36500,667"
319,13.08.2015 0:00:00,7,1,1576,1,"36505,067"
320,13.08.2015 0:00:00,8,1,1576,1,"35920,367"
321,13.08.2015 0:00:00,9,1,1576,1,"35998,367"
322,13.08.2015 0:00:00,10,1,1576,1,"35883,367"
323,13.08.2015 0:00:00,11,1,1576,1,"36164,867"
324,13.08.2015 0:00:00,12,1,1576,1,"36293,867"
325,13.08.2015 0:00:00,13,1,1576,1,"36207,367"
326,13.08.2015 0:00:00,14,1,1576,1,"36187,367"
327,13.08.2015 0:00:00,15,1,1576,1,"36179,367"
328,13.08.2015 0:00:00,16,1,1576,1,"36061,367"
329,13.08.2015 0:00:00,17,1,1576,1,"36035,667"
330,13.08.2015 0:00:00,18,1,1576,1,"36056,667"
331,13.08.2015 0:00:00,19,1,1576,1,"36340,167"
332,13.08.2015 0:00:00,20,1,1576,1,"36358,167"
333,13.08.2015 0:00:00,21,1,1576,1,"36090,167"
334,13.08.2015 0:00:00,22,1,1576,1,"35708,167"
335,13.08.2015 0:00:00,23,1,1576,1,"35740,167"
336,14.08.2015 0:00:00,0,1,1576,1,"36041,198"
337,14.08.2015 0:00:00,1,1,1576,1,"35701,998"
338,14.08.2015 0:00:00,2,1,1576,1,"35846,998"
339,14.08.2015 0:00:00,3,1,1576,1,"36023,998"
340,14.08.2015 0:00:00,4,1,1576,1,"36242,998"
341,14.08.2015 0:00:00,5,1,1576,1,"36598,998"
342,14.08.2015 0:00:00,6,1,1576,1,"36845,498"
343,14.08.2015 0:00:00,7,1,1576,1,"36867,498"
344,14.08.2015 0:00:00,8,1,1576,1,"36357,798"
345,14.08.2015 0:00:00,9,1,1576,1,"36929,704"
346,14.08.2015 0:00:00,10,1,1576,1,"36848,975"
347,14.08.2015 0:00:00,11,1,1576,1,"37065,475"
348,14.08.2015 0:00:00,12,1,1576,1,"37017,475"
349,14.08.2015 0:00:00,13,1,1576,1,"37226,475"
350,14.08.2015 0:00:00,14,1,1576,1,"37409,475"
351,14.08.2015 0:00:00,15,1,1576,1,"37316,475"
352,14.08.2015 0:00:00,16,1,1576,1,"37301,475"
353,14.08.2015 0:00:00,17,1,1576,1,"37211,275"
354,14.08.2015 0:00:00,18,1,1576,1,"37046,275"
355,14.08.2015 0:00:00,19,1,1576,1,"37017,775"
356,14.08.2015 0:00:00,20,1,1576,1,"36811,775"
357,14.08.2015 0:00:00,21,1,1576,1,"36076,275"
358,14.08.2015 0:00:00,22,1,1576,1,"32406,575"
359,14.08.2015 0:00:00,23,1,1576,1,"31499,175"
360,15.08.2015 0:00:00,0,1,1576,1,"30890,575"
361,15.08.2015 0:00:00,1,1,1576,1,"30860,575"
362,15.08.2015 0:00:00,2,1,1576,1,"30933,575"
