,INTERVAL,M_DATE,PRICE_ZONE_ID,POWER_SYS_ID,E_USE_FACT
412,4,14.12.2018 0:00:00,1,530000,28221
413,5,14.12.2018 0:00:00,1,530000,30599
414,6,14.12.2018 0:00:00,1,530000,32573
415,7,14.12.2018 0:00:00,1,530000,34324
416,8,14.12.2018 0:00:00,1,530000,34929
417,9,14.12.2018 0:00:00,1,530000,34854
418,10,14.12.2018 0:00:00,1,530000,34257
419,11,14.12.2018 0:00:00,1,530000,34363
420,12,14.12.2018 0:00:00,1,530000,34544
421,13,14.12.2018 0:00:00,1,530000,34269
422,14,14.12.2018 0:00:00,1,530000,34867
423,15,14.12.2018 0:00:00,1,530000,35186
424,16,14.12.2018 0:00:00,1,530000,35081
425,17,14.12.2018 0:00:00,1,530000,34786
426,18,14.12.2018 0:00:00,1,530000,34027
427,19,14.12.2018 0:00:00,1,530000,33402
428,20,14.12.2018 0:00:00,1,530000,32365
429,21,14.12.2018 0:00:00,1,530000,30732
430,22,14.12.2018 0:00:00,1,530000,29132
431,23,14.12.2018 0:00:00,1,530000,27960
432,0,15.12.2018 0:00:00,1,530000,27234
433,1,15.12.2018 0:00:00,1,530000,26609
434,2,15.12.2018 0:00:00,1,530000,26444
435,3,15.12.2018 0:00:00,1,530000,26796
436,4,15.12.2018 0:00:00,1,530000,27400
437,5,15.12.2018 0:00:00,1,530000,28287
438,6,15.12.2018 0:00:00,1,530000,29652
439,7,15.12.2018 0:00:00,1,530000,30845
440,8,15.12.2018 0:00:00,1,530000,32094
441,9,15.12.2018 0:00:00,1,530000,32607
442,10,15.12.2018 0:00:00,1,530000,32427
443,11,15.12.2018 0:00:00,1,530000,32467
444,12,15.12.2018 0:00:00,1,530000,32178
445,13,15.12.2018 0:00:00,1,530000,32206
446,14,15.12.2018 0:00:00,1,530000,33009
447,15,15.12.2018 0:00:00,1,530000,34084
448,16,15.12.2018 0:00:00,1,530000,34106
449,17,15.12.2018 0:00:00,1,530000,33944
450,18,15.12.2018 0:00:00,1,530000,33181
451,19,15.12.2018 0:00:00,1,530000,32789
452,20,15.12.2018 0:00:00,1,530000,32011
453,21,15.12.2018 0:00:00,1,530000,30500
454,22,15.12.2018 0:00:00,1,530000,29290
455,23,15.12.2018 0:00:00,1,530000,28319
456,0,16.12.2018 0:00:00,1,530000,27338
457,1,16.12.2018 0:00:00,1,530000,27130
458,2,16.12.2018 0:00:00,1,530000,27184
459,3,16.12.2018 0:00:00,1,530000,27264
460,4,16.12.2018 0:00:00,1,530000,27748
461,5,16.12.2018 0:00:00,1,530000,28397
462,6,16.12.2018 0:00:00,1,530000,29396
463,7,16.12.2018 0:00:00,1,530000,30747
464,8,16.12.2018 0:00:00,1,530000,31957
465,9,16.12.2018 0:00:00,1,530000,32502
466,10,16.12.2018 0:00:00,1,530000,32555
467,11,16.12.2018 0:00:00,1,530000,32620
